,Teams,Threat av adj,Matches,Threat GW29 adj,Threat GW28 adj,Threat GW27 adj,Threat GW26 adj,Threat GW25 adj,Threat GW24 adj*,Threat GW24 adj,Threat GW23 adj,Threat GW22 adj,Threat GW21 adj,Threat GW20 adj,Threat GW19 adj,Threat GW18 adj,Threat GW17 adj,Threat GW16 adj,Threat GW15 adj,Threat GW14 adj,Threat GW13 adj,Threat GW12 adj,Threat GW11 adj,Threat GW10 adj,Threat GW9 adj,Threat GW8 adj,Threat GW7 adj,Threat GW6 adj,Threat GW5 adj,Threat GW4 adj,Threat GW3 adj,Threat GW2 adj,Threat GW1 adj,Threat GW29 adj 6 - average,Threat GW28 adj 6 - average,Threat GW27 adj 6 - average,Threat GW26 adj 6 - average,Threat GW25 adj 6 - average,Threat GW24 adj* 6 - average,Threat GW24 adj 6 - average,Threat GW23 adj 6 - average,Threat GW22 adj 6 - average,Threat GW21 adj 6 - average,Threat GW20 adj 6 - average,Threat GW19 adj 6 - average,Threat GW18 adj 6 - average,Threat GW17 adj 6 - average,Threat GW16 adj 6 - average,Threat GW15 adj 6 - average,Threat GW14 adj 6 - average,Threat GW13 adj 6 - average,Threat GW12 adj 6 - average,Threat GW11 adj 6 - average,Threat GW10 adj 6 - average,Threat GW9 adj 6 - average,Threat GW8 adj 6 - average,Threat GW7 adj 6 - average,Threat GW6 adj 6 - average
11,Spurs,156.22391249520652,29,114.48343023255812,257.61495004757364,108.611643982808,246.30675607928,105.65807095622723,,167.9630326257861,226.87881202196505,190.23759106746908,148.44981760700384,147.83842963836474,179.46618380855392,88.86407234957018,161.59483230256896,179.06382677400114,171.12260097919213,163.6877489711934,166.87415254237283,187.71305437072817,59.83752921926131,198.03421365220143,170.8831903314375,88.22918533604886,129.29500243190657,151.4890294190054,123.57313359985122,136.54046933067445,129.24375209030097,127.73587682767771,203.203073765406,166.77298065403886,185.50554428560667,174.27598445558922,180.91568005962188,164.50429231946933,176.8056444615238,176.8056444615238,163.6224844154878,152.74182112892177,150.87952708001046,154.65832430870853,157.2998775308466,155.20120565314977,171.6760359900094,154.71648547612483,157.87821662249155,157.83831484786577,145.2618875753417,138.99869589026397,132.96135839831018,143.5839591284085,133.33500174148733,126.39509536796457,132.9795439499027,145.29755583881928
12,Aston Villa,155.32270684993108,28,24.238244707040863,,79.49248297665368,224.2026812823718,196.91149999999993,,208.53541870955087,75.19532841140527,149.81368269912818,139.92419250645992,133.23096195332414,106.04117727987419,205.91426313229567,42.50106891412713,210.87272895125548,232.73923710601716,133.7648500611995,199.21648411371234,146.3721307088487,130.98325942350328,252.31778138800536,318.8281924643584,207.43821540880498,135.03173822301727,162.4206890077304,93.97649643175733,97.94315033469688,164.55320535296863,200.96317695473246,75.61345329523128,134.76260934783707,155.69184901318496,155.69184901318496,165.763800601486,150.60184737997807,135.45679359329043,135.45679359329043,135.01993433041454,129.57089108086822,139.7473987895561,155.2165728894823,155.30555424079486,170.83477204643455,160.91108330919337,175.65811506075605,182.5656238002144,196.9137830266046,209.1926772512055,198.49521960275635,201.1699793192366,195.00218548727898,169.27308031172757,143.56058245982925,142.4814093841505,132.57836189618615
13,Norwich,151.61850999348562,29,229.03353803724065,219.3561145987198,118.26868161274975,77.96622584732339,212.38782190635447,,121.33321575281298,147.48104115226334,90.38165544675641,137.30348177761246,50.99511966422574,140.2580138784789,166.2787404852521,179.3630108321024,211.32475932302103,96.73181663424123,168.66763858495082,228.99362143525008,165.09053981172775,84.21876782077389,131.35467258261932,73.74052057613167,238.78071631019088,165.67953467831904,117.41890280262372,176.62244697160375,94.85478144513824,162.21219555873924,195.9236496655518,194.91556461830848,163.05759962586686,149.46551681170396,127.96977361971005,131.14224031385382,126.64705595000423,114.62542127869163,114.62542127869163,122.1163420674315,127.43000368073801,147.58718766011543,140.82524346955356,160.43732995634107,175.2265978824696,175.02856443688222,159.1711906016608,145.84284281159384,142.01096013524224,153.69647308944892,143.1441252966271,135.1988524617764,150.5994656535814,144.51615046400119,159.26142962776913,152.11858518699597,156.99125684366086
14,Watford,150.15520168962024,29,162.01810849758272,271.32246594868536,127.73940636474904,75.19532841140527,135.785162459093,,98.522702431712,175.8452402214681,178.2737860082304,134.6623602521408,204.5714446325131,94.4468198091714,224.14650550795588,116.9493387709851,162.9334650427668,88.46959318069915,67.04185311284046,196.6766621943947,100.62301493710689,205.93896131805155,65.63716666666666,76.49267949633861,106.25267228531783,237.70834027117024,167.16053016955354,256.1249326660364,128.42054347826084,252.06779884032105,131.1822755960729,112.29169042769854,145.09719568553788,147.40171763951878,131.89360431610964,133.04742996400827,154.61011600085956,147.72039222587264,147.72039222587264,168.65769273857995,158.84170916349944,156.28498900258884,148.5861944906819,125.6645959040698,142.70290296827366,122.11565453979885,136.94725829764323,120.73120856829321,118.73505628756647,125.27019281631271,132.10880582910863,143.19839170118306,151.56272025918054,162.02661639444622,191.28913628510998,195.44407017023582,174.5412951963239
15,West Ham,149.91357381841863,29,157.9585821668587,205.91426313229567,171.52569686411144,52.0405424112761,164.42711812627286,127.86461038961036,126.03887247661247,184.11547452080407,64.93218861880534,157.20506584362136,242.3824470704086,115.33492469319447,,158.0272251945525,118.69204196718762,101.87500297335868,146.69624641833806,118.69553714949096,85.12870453190219,209.91819607023405,174.72661664696707,131.1822755960729,121.74242050948307,250.39363580246908,121.71396266829863,103.99618590014045,216.72649371069176,299.28694351833684,113.29429480651727,105.65807095622723,146.6218021817375,141.30185056669646,137.6687191314479,119.90313442389687,137.4305549959544,150.42310981997704,148.3348288705744,153.66622099023107,142.76231556462832,148.9194512903872,147.16798138617335,126.55349639935372,121.51912637247166,121.51912637247166,130.1676215184186,139.50671729838183,144.39126273550087,140.2322917506917,162.18197485952138,168.27951788225417,150.62584952057185,157.62582903119264,185.6432736849033,184.235252734409,160.1126585933687
16,Bournemouth,148.28701541877345,29,194.91556461830848,204.52842048710596,149.70910107334524,128.68379198999602,123.15337803964,,188.48962321792254,99.07496855345909,65.65003922337712,55.3319558429973,126.32815173116084,164.2055317440791,29.35472570065593,346.99304441260733,74.84757681343045,108.01207233172181,195.18821664582958,131.1494291151284,162.1720965719063,226.55668298653606,159.29788929201803,113.00738600628928,76.74823766299349,184.43985280999104,86.19666828793773,194.4719699625993,118.76739906450024,272.8186011257808,105.36455676724755,214.86651506586495,164.91331323771968,148.9398805602448,125.79348368295668,110.06395947789868,109.6713527680928,116.51337838549932,116.51337838549932,89.99089546595489,131.31057477581294,132.8434977074885,141.62351712227593,153.10019460805404,147.59084416989558,169.72707264843731,149.65434574409213,163.72939782385671,164.56195010295127,144.82195360581193,153.70369088828903,141.0411195076276,135.69366733697152,128.93858563238518,155.5737881523004,160.3431746696761,165.4142850456551
17,Sheffield Utd,142.51477918967456,28,130.03589622641505,,234.60942464358448,238.23860493827155,113.50421160282632,,123.00491842665261,147.2495257487666,121.20333184656553,90.44082198289513,108.8120432235773,301.2178270249068,67.17449338085538,116.31152370410445,88.23864386792451,164.6417224080267,144.0301766175071,192.81419828641367,113.42017994284691,196.6766621943947,141.40388715432644,92.81182229013166,100.40594234163558,232.3393530250237,33.370929756895734,204.9565223735408,90.27461318051574,136.94608259478088,194.97094412420972,71.30951440329217,164.44043026441943,162.96833620111119,162.96833620111119,138.94023575766298,117.36914213854726,148.65474470889401,148.65474470889401,139.3496738679278,134.19334019381745,128.6992255307106,141.06604226823254,146.93573116722084,128.8684597108053,136.5760741378039,149.9702638861856,158.83113776725256,146.85948774760342,139.58878203495817,146.17630782472648,132.83476612706798,134.21474282359233,125.69319716129054,133.04890721206542,148.80974084249445,121.97143440553917
18,Crystal Palace,141.68890872612033,29,120.6802191606197,191.49743635437875,190.16118938127087,171.4575356474988,190.07422486595743,,65.12637159533072,154.54464110015329,99.05877186735206,154.03061517295595,52.67574173151749,180.0484277430865,169.5809740802675,122.3177342158859,36.68678662482839,90.7575637860082,94.9136130987875,240.13597560975603,43.726765759312315,135.73417035942884,169.56005995312515,132.4668352287028,159.84787243532557,176.47728773584902,199.0660977640342,152.98535899267722,171.73054382194246,133.7648500611995,103.89150179008854,205.97918712014956,154.83282950084268,160.4768998240983,145.07045574292718,139.04869337487472,119.25172772221117,117.58076153506602,117.58076153506602,134.98986194922216,129.61871080184423,119.22337992809031,108.67787136359901,115.71751659147735,125.73210790258895,104.75640651576306,106.99247920635355,129.13802476106966,136.08957000151875,146.91194655760845,136.3021652452906,162.19205391274426,165.06725201828567,165.42899932975521,165.64533513517134,156.31927336096516,161.23625659168192
19,Burnley,137.3439827616109,29,293.6615511698517,79.85123536789295,163.6877489711934,102.4782611867704,124.04657017623366,,78.33076805385555,167.24388847858194,234.14977793696272,140.2580138784789,115.6885189718482,37.97381661991584,29.982409465020567,103.72428511705682,73.8550008930166,100.92711255520214,178.49452631089622,191.1574671504216,187.07470785013376,51.94575089504427,222.86545128939824,198.75360659773506,144.9909361851332,118.36408000476511,174.1552181603773,36.09375763747453,93.55947101678808,183.84339617031395,202.57965057557584,153.23852140077818,140.34268915429962,119.27307870575464,144.98950246726625,141.08454661848052,143.28625624932684,128.94079732327387,128.94079732327387,120.88273755846804,110.29613699821385,83.58034082422282,77.02519060367669,87.49285849351804,113.023466915269,139.2055166461212,130.57576094245243,155.41083600851604,171.71525168227154,166.13131999464437,153.9990888037016,151.84584052207555,149.20384164581392,127.65284493371222,125.16780986247538,134.76592892754914,140.57833582688465
20,Newcastle,121.23786107205069,29,235.60422665369643,245.60120502882125,73.22852361472665,95.48908639465468,125.39175707547166,,177.21114422627392,70.52704154727792,48.01005887250237,63.019436238306234,283.07754207573623,73.5104130966952,99.77386342506506,46.967561121049485,193.46363326848245,99.16916079962996,63.07944534700134,93.73340439683712,222.842232510288,148.43016726137373,176.8175338962892,38.08460243553008,131.35467258261932,15.754859059576559,126.32815173116084,109.15271618625275,169.91774857815255,102.86946552955884,104.49313089622638,82.9951872402139,158.75432383227408,131.24145964787104,98.3096019551512,96.60808739241445,127.87283000592807,119.22593934279864,119.22593934279864,106.3197258759305,102.39314580489243,126.63540820422246,132.6603622977764,95.99401284298723,99.3645113930109,119.87590624054805,136.78634059726878,134.01199070190322,123.83123097455325,135.2104355138229,122.21401129094615,106.12833116109162,99.58208931523814,98.43212509554867,109.2296022778868,104.75267866348798,115.95940002692755
