,Teams,Threat allowed av adj,Matches,Threat allowed GW29 adj,Threat allowed GW28 adj,Threat allowed GW27 adj,Threat allowed GW26 adj,Threat allowed GW25 adj,Threat allowed GW24 adj*,Threat allowed GW24 adj,Threat allowed GW23 adj,Threat allowed GW22 adj,Threat allowed GW21 adj,Threat allowed GW20 adj,Threat allowed GW19 adj,Threat allowed GW18 adj,Threat allowed GW17 adj,Threat allowed GW16 adj,Threat allowed GW15 adj,Threat allowed GW14 adj,Threat allowed GW13 adj,Threat allowed GW12 adj,Threat allowed GW11 adj,Threat allowed GW10 adj,Threat allowed GW9 adj,Threat allowed GW8 adj,Threat allowed GW7 adj,Threat allowed GW6 adj,Threat allowed GW5 adj,Threat allowed GW4 adj,Threat allowed GW3 adj,Threat allowed GW2 adj,Threat allowed GW1 adj,Threat allowed GW29 adj 6 - average,Threat allowed GW28 adj 6 - average,Threat allowed GW27 adj 6 - average,Threat allowed GW26 adj 6 - average,Threat allowed GW25 adj 6 - average,Threat allowed GW24 adj* 6 - average,Threat allowed GW24 adj 6 - average,Threat allowed GW23 adj 6 - average,Threat allowed GW22 adj 6 - average,Threat allowed GW21 adj 6 - average,Threat allowed GW20 adj 6 - average,Threat allowed GW19 adj 6 - average,Threat allowed GW18 adj 6 - average,Threat allowed GW17 adj 6 - average,Threat allowed GW16 adj 6 - average,Threat allowed GW15 adj 6 - average,Threat allowed GW14 adj 6 - average,Threat allowed GW13 adj 6 - average,Threat allowed GW12 adj 6 - average,Threat allowed GW11 adj 6 - average,Threat allowed GW10 adj 6 - average,Threat allowed GW9 adj 6 - average,Threat allowed GW8 adj 6 - average,Threat allowed GW7 adj 6 - average,Threat allowed GW6 adj 6 - average
11,Burnley,172.4326028694967,29,126.75311124559857,346.79193446533816,183.56970204728245,135.8888936812594,139.52161076995745,,242.417220822024,223.34528799477215,224.68530949473356,157.55312415072015,191.83409994183788,222.3498277511961,35.99405922495735,66.31877631209653,198.25486630721826,158.77024846669272,111.43766336056005,230.64808566433558,99.30037386969624,236.29984605149806,184.10669172645393,159.00713918969376,136.6132416267942,152.04427365593972,135.70744314266022,183.60283072326393,153.17360982747996,175.98843098311812,233.56951136303988,154.9982693551865,195.82374550524332,211.9224416301056,191.57133746833813,187.23524115224447,196.55944219567422,210.36414502588062,210.36414502588062,175.96028475970286,149.78919947925692,145.38412561467104,145.58697966733314,132.1875735704535,133.57061655597673,144.12166899676654,172.45184728666683,170.0938181898728,170.13329997703963,174.32922968807864,161.22859435334598,167.2964392321733,158.51360334413428,153.3580896943053,156.18830499320936,172.34768328258363,172.84001589912478
12,Brighton,170.4231054349447,29,99.72677755710028,219.42880105017497,275.09534316443063,86.0627185314685,187.1869116624159,,225.56277114306602,82.63275742170637,225.17630861244012,189.3668829186383,151.17504874482083,193.92142660651405,78.76661535049935,140.15871061843637,218.0301117179741,171.55990657639214,178.19702133394944,223.34528799477215,296.8179357309034,94.99521019986214,134.72892105263153,350.362891468035,95.33567341549295,254.7435448786444,174.08678781925337,43.986187639612794,109.59886554603787,184.72396484796198,128.97634766983535,128.5203263403263,182.17722051810938,179.3282171622104,180.2861350892546,165.99805838162254,176.8501134171813,177.972532574531,177.972532574531,153.50650660910318,163.09416547522483,161.90313265948052,158.93530326910616,163.43896536729423,168.34294226533726,204.6848289954046,197.15757892564224,183.27404714808515,213.0745446300256,199.26431997694954,204.49736279092824,184.0421714723199,175.5406677122783,171.35232512784606,143.7458373578339,149.3526164002243,128.31541331050462
13,Everton,148.8520526126119,29,180.3494123034651,143.15977607599842,129.1866766388495,171.1774416569428,135.40534382284378,,212.77274066797636,182.62137723162527,114.62497166701007,109.00643924578902,339.8837285994947,40.32067200297839,73.3780323308665,209.967671578131,159.30864753472747,114.50106477202708,211.3967746452576,225.0481765449115,65.82118287686002,56.33471610915491,95.35174634246856,130.117731277533,153.95165673864477,152.25355916395532,34.09301261439524,202.76653363392634,179.8992850049652,157.55312415072015,130.81533216783214,205.64269836639434,162.008565194346,162.38722601570603,157.63142528087462,154.26805238203121,182.38576687245654,166.53832156914564,166.53832156914564,143.30587017962733,147.86358590404495,155.31086521533118,156.22663613637087,134.81214381066468,165.60006123432018,164.3405863253191,138.7350937471564,128.07561021511327,130.67838796603095,121.10420164826212,108.97176541810278,103.68373704102531,128.08903996182053,142.18029640556998,146.7528618844345,142.89680778929906,151.79499765637223
14,Wolves,145.57615578519741,29,66.94909849577579,238.33918353873233,114.22043131173902,133.2718796676624,141.25097906165178,,153.17360982747996,131.64236575372004,56.647288099915784,131.96283508158504,107.67649799753539,49.76380922090368,160.5871410521479,149.50366967429574,160.27208427776628,99.30037386969624,144.6013983300212,134.3778211065074,137.7212623695106,141.58859759617906,208.62781714847034,184.72396484796198,142.18231205972484,232.94309149184141,195.30312135355888,172.08339757288957,216.69686602870806,191.82865165053357,104.9838357890655,119.48513349514562,141.20086365050688,151.98307486016424,121.70109228702817,124.6581595820025,120.39226263698134,105.14440099685665,105.14440099685665,106.37998953430132,109.35687352106392,126.627672884039,121.18392934872422,127.33807940413851,141.4404147184058,137.62943493796627,136.31025625828013,144.36954507006416,158.6068102331084,158.20362918805904,174.63117425228134,184.22815074962276,189.31061741240782,190.65545889244746,191.83957335954275,185.63982731443284,166.73016764831686
15,Sheffield Utd,141.04944731888426,28,219.39369974730064,,127.81191531011741,130.77841518401166,184.9635443407234,,140.9974594592271,146.756064661733,62.77609842337119,221.41927757239677,109.00643924578902,91.80023310023307,116.65373222748813,39.66372356241906,202.43026935446815,116.05785854616893,210.20840367428,140.29658055447845,172.25422810299293,53.76089600397119,168.92477393925338,131.2536634650711,103.2752622377622,114.50106477202708,222.3498277511961,161.36806124649556,121.73585330483893,119.48513349514562,101.09808634772459,218.36395929807455,158.45018311718556,132.3472495631973,132.3472495631973,147.94847660691053,144.3198139505401,128.79259541045835,128.79259541045835,124.73530753850186,106.88658402194953,130.16227917713235,112.60204267276107,129.46903674417624,137.55176131988378,146.81851063246793,149.1680393727266,143.5837901368575,146.11642429000784,128.29423405058822,123.99498142017967,132.3442480282135,150.27877556863425,142.41395546289849,140.45253380124424,140.08967115290463,157.40015357391255
16,Man Utd,137.0585227583389,29,45.61682511916171,191.2585382775119,121.63530885780881,178.09504464967176,232.69581429990063,,79.419505460412,155.44846541897718,84.81715196416263,179.8278538812785,117.29650037230078,84.28011156328934,213.43554195804188,66.89338038277509,257.70544060825125,153.83710937499995,122.29648098412542,188.099379941491,82.1648026993612,225.56277114306602,123.26759418791634,88.71936806839186,150.59888787538588,149.8565449010654,115.27974437746347,102.94103808812545,133.7656297174897,127.5214498249708,82.12793445878846,120.23294153564338,141.45350611074446,159.75877949404705,142.0185484418222,151.71730594573378,141.58421523283863,116.84826477673674,116.84826477673674,139.18427085967505,124.42509002030802,153.2398047943228,148.90801404327638,149.74134414524715,167.04455554161413,145.16609899850064,171.61099745854912,149.20468972182667,138.35173283739195,143.06880065260205,136.69499481253112,142.21415175888148,121.77719624972472,123.52686883798697,129.99388246408344,118.58205689465053,113.6447896670802
17,Leicester,134.44134170853135,29,22.035401979121698,204.6920600735125,142.18231205972484,152.52330685203572,108.96110326667682,,118.70389520055642,168.61371928518236,210.20313241319812,71.84534100477124,228.2767215395316,159.9981766019716,223.93714149406657,167.37251320928092,191.70799721835877,83.76771270396269,134.72892105263153,104.4811688646198,100.2488610717472,128.67029171528586,72.19097476816904,200.38152146934715,195.6375808687615,17.96133525119281,141.92015019806337,86.85026415277237,117.58059346819398,132.845187083678,122.4873091894367,87.99421549155906,124.84967990527133,149.27939945628142,150.1979115128957,138.47508300373678,151.10065211831943,159.60683100753522,159.60683100753522,177.1457053897869,176.93883771047,173.85631517799678,175.843377127862,160.252077046712,150.99924242382005,130.38452902010016,123.934158771101,104.0146550294027,123.45028982363341,133.60173312632176,119.18176085741726,126.12697571180327,119.15697111805105,126.7219075680552,115.46585183711034,103.27413989055621,114.94628659728392
18,Chelsea,125.15121946266643,29,36.744251196172236,173.97128625396047,83.41871423855632,104.02943728189219,131.4336468446602,,55.80864430798298,69.08205865843388,202.82519856043677,227.2211827735421,82.67947304886367,94.48524638775068,68.25167528609154,295.15128564465016,206.33310287081335,181.79206632775401,118.70389520055642,107.82158664529132,35.61409859976662,167.53542540792537,193.05049019607836,37.3043116755543,113.59462206167777,93.32298578199051,92.51079405422055,166.21129592850045,75.2397519765964,130.05296634504936,103.86015449962656,181.33571636293132,97.56766335387073,102.95729793091432,107.76628331532704,131.73336140449135,128.17503403231993,122.01696728950166,122.01696728950166,124.09080578585309,161.7690102835558,162.35366100195193,154.78214159432056,160.78621195293604,163.00893532919278,157.5693392148053,136.30002917535117,134.08626039622868,110.00496795419541,109.15342243104897,106.73698895383215,116.21977152957447,115.99908328300366,96.36396024642333,111.82206935800586,110.19965809766397,124.86844652782077
19,Liverpool,113.2257449586167,29,149.9752467706556,199.66550699300691,125.55219684674238,56.54476797610842,252.66841168859168,93.59345583120795,128.08046921549152,85.89586564559905,132.16991087147886,68.18602522879048,79.19479394240317,26.65437593353248,,86.0627185314685,57.590494759931744,129.0759593301435,108.5386899855759,176.92165110851803,149.29142766271104,92.54868831231113,141.92015019806337,57.26391043039937,42.27935492905153,175.1675475705135,77.39995611357043,96.71488212180745,73.31031273268799,90.94742035375005,188.97049277550136,141.36191994027104,146.33326435105215,142.6841347585248,123.72252786729018,124.82548020474626,126.76568974685993,97.85342012249517,86.69690680621592,79.69394835887876,74.97638654460087,74.46072795437833,81.18617208050922,97.47398160819502,117.91349022972479,117.91349022972479,118.99448519319856,133.04942776622048,121.08075294959649,110.03753044017576,109.74517985050834,97.76326792565156,98.45763356056761,87.0226606496717,92.63657897023016,117.08510194463848,111.45083067293137
20,Man City,110.57342479848964,28,164.15654323381153,,74.44842933159073,37.66565905402271,72.58511498679576,,91.69844772147687,112.58650525087512,104.66815940082806,105.52195215311002,81.11785759976799,287.4477706057596,45.03670416355489,57.875631134204575,156.52135517642492,78.19766691486718,55.26564692674711,96.93780911311246,119.80906115218727,56.26649503989647,176.28321583297358,96.50271878646438,71.37308589870902,221.40766746411475,121.63530885780881,126.66028026648286,112.59621110653202,207.56574153058733,87.75215393926055,76.47270171574309,92.19011659642878,82.27538595759822,82.27538595759822,87.45430642785142,94.69633951880895,130.50678212196962,130.50678212196962,122.72982486231594,113.61134584287088,122.25354513880366,117.69949759909655,113.39079582025971,81.63913557148518,94.10119506959059,93.83300572053923,97.12664916329736,100.17749114189688,102.86206430389053,123.60704069572425,123.91141531332784,135.64371285109223,125.02921206335196,143.53971585403914,146.2695605274644,122.11373290273578
