,id,goals,own_goals,shots,xG,time,player_id,team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,xA,xGChain,xGBuildup,positionOrder,team
131,341269,0,0,3,0.22769547998905182,90,338,78,ML,Max Meyer,h,1,0,0,0,0,0,0,0.14625144004821777,0,10,Crystal Palace
132,341271,0,0,1,0.526124894618988,68,672,78,FW,Jordan Ayew,h,0,0,341273,0,1,0,0.05961056798696518,0.6723763346672058,0.0866408720612526,15,Crystal Palace
133,341270,0,0,0,0,86,606,78,FW,Christian Benteke,h,0,0,341272,0,1,0,0.526124894618988,0.6127657294273376,0.0866408720612526,15,Crystal Palace
134,341272,0,0,0,0,4,519,78,Sub,Connor Wickham,h,0,0,0,341270,0,0,0,0,0,17,Crystal Palace
135,341273,0,0,1,0.049307260662317276,22,522,78,Sub,Wilfried Zaha,h,0,0,0,341271,0,0,0,0.049307260662317276,0,17,Crystal Palace
136,341301,0,0,0,0,90,2385,220,GK,Mat Ryan,a,0,0,0,0,0,0,0,0.3946564495563507,0.3946564495563507,1,Brighton
137,341304,0,0,0,0,90,6048,220,DC,Lewis Dunk,a,1,0,0,0,1,1,0.3946564495563507,0.3946564495563507,0.3946564495563507,3,Brighton
138,341302,0,0,0,0,90,6047,220,DC,Shane Duffy,a,0,0,0,0,0,0,0,0.3946564495563507,0.3946564495563507,3,Brighton
139,341303,0,0,1,0.017100946977734566,90,7382,220,DC,Dan Burn,a,0,0,0,0,0,0,0,0.46984267234802246,0.45274174213409424,3,Brighton
140,341305,0,0,0,0,90,1950,220,DMR,Martín Montoya,a,0,0,0,0,1,0,0.05808527395129204,0.4226815104484558,0.4226815104484558,5,Brighton
141,341306,0,0,0,0,90,6049,220,DML,Solly March,a,0,0,341312,0,0,0,0,0.3946564495563507,0.3946564495563507,6,Brighton
142,341307,0,0,1,0.021077346056699753,90,6050,220,MC,Davy Pröpper,a,0,0,0,0,1,1,0.36459624767303467,0.7803300619125366,0.3946564495563507,9,Brighton
143,341308,0,0,0,0,90,6051,220,MC,Dale Stephens,a,0,0,0,0,1,0,0.021077346056699753,0.41573381423950195,0.3946564495563507,9,Brighton
144,341309,0,0,0,0,90,239,220,FWR,Pascal Groß,a,0,0,0,0,0,0,0,0.05808527395129204,0.05808527395129204,14,Brighton
145,341310,0,0,0,0,65,882,220,FW,Glenn Murray,a,0,0,341313,0,0,0,0,0,0,15,Brighton
146,341311,0,0,1,0.05808527395129204,65,6542,220,FWL,Jürgen Locadia,a,0,0,341314,0,0,0,0,0.07916262000799179,0.021077346056699753,16,Brighton
147,341313,1,0,1,0.3946564495563507,25,3621,220,Sub,Neal Maupay,a,0,0,0,341310,0,0,0,0.3946564495563507,0,17,Brighton
148,341314,1,0,1,0.36459624767303467,25,4068,220,Sub,Florin Andone,a,0,0,0,341311,0,0,0,0.36459624767303467,0,17,Brighton
149,341312,0,0,0,0,1,5245,220,Sub,Bernardo,a,0,0,0,341306,0,0,0,0,0,17,Brighton
150,341288,0,0,0,0,90,803,90,GK,Ben Foster,h,0,0,0,0,0,0,0,0,0,1,Watford
151,341289,0,0,1,0.01399307232350111,90,5043,90,DR,Kiko Femenía,h,0,0,0,0,2,0,0.23694130778312683,0.12986339628696442,0.12986339628696442,2,Watford
152,341290,0,0,2,0.23099616169929504,90,804,90,DC,Craig Dawson,h,0,0,0,0,0,0,0,0.1097937673330307,0.1097937673330307,3,Watford
153,341291,0,0,0,0,90,581,90,DC,Craig Cathcart,h,0,0,0,0,0,0,0,0.029757287353277206,0.029757287353277206,3,Watford
154,341292,0,0,0,0,90,568,90,DL,José Holebas,h,0,0,0,0,0,0,0,0.029757287353277206,0.029757287353277206,4,Watford
155,341293,0,1,0,0,90,1726,90,DMC,Abdoulaye Doucouré,h,0,0,0,0,2,0,0.1097937673330307,0.1097937673330307,0,7,Watford
156,341294,0,0,1,0.010965155437588692,90,572,90,DMC,Etienne Capoue,h,0,0,0,0,0,0,0,0.010965155437588692,0,7,Watford
157,341296,0,0,1,0.08003648370504379,90,6104,90,AMC,Will Hughes,h,0,0,0,0,0,0,0,0.1801425963640213,0.10010611265897751,12,Watford
158,341295,0,0,1,0.029757287353277206,47,591,90,AMC,Gerard Deulofeu,h,0,0,341299,0,0,0,0,0.1097937673330307,0.08003648370504379,12,Watford
159,341298,0,0,1,0.04187359660863876,90,574,90,FW,Troy Deeney,h,0,0,0,0,1,0,0.09416097402572632,0.15166737139225006,0.1097937673330307,15,Watford
160,341297,0,0,1,0.10010611265897751,76,1660,90,FW,Andre Gray,h,0,0,341300,0,0,0,0,0.12986339628696442,0.029757287353277206,15,Watford
161,341299,0,0,3,0.16380725800991058,43,1723,90,Sub,Roberto Pereyra,h,0,0,0,341295,0,0,0,0,0,17,Watford
162,341300,0,0,0,0,14,1724,90,Sub,Isaac Success,h,0,0,0,341297,0,0,0,0,0,17,Watford
163,341357,0,0,0,0,90,1651,71,GK,Tom Heaton,a,0,0,0,0,0,0,0,0.2712368071079254,0.2712368071079254,1,Aston Villa
164,341358,0,0,0,0,90,1685,71,DR,Ahmed Elmohamady,a,0,0,0,0,0,0,0,0.1379205286502838,0.1379205286502838,2,Aston Villa
165,341359,0,0,0,0,90,7152,71,DC,Björn Engels,a,0,0,0,0,0,0,0,0,0,3,Aston Villa
166,341360,0,0,0,0,90,1024,71,DC,Tyrone Mings,a,0,0,0,0,1,1,0.2712368071079254,0.2712368071079254,0.2712368071079254,3,Aston Villa
167,341361,0,0,0,0,90,710,71,DL,Neil Taylor,a,0,0,0,0,0,0,0,0.2712368071079254,0.2712368071079254,4,Aston Villa
168,341362,0,0,0,0,83,7721,71,DMC,Conor Hourihane,a,0,0,341368,0,1,0,0.021122973412275314,0.15904350578784943,0.1379205286502838,7,Aston Villa
169,341363,0,0,2,0.26747310161590576,60,7722,71,MR,Trézéguet,a,0,0,341370,0,1,0,0.02865377813577652,0.26747310161590576,0,8,Aston Villa
170,341365,1,0,2,0.3131903409957886,90,7723,71,MC,John McGinn,a,0,0,0,0,1,0,0.1379205286502838,0.4511108696460724,0,9,Aston Villa
171,341364,0,0,0,0,90,675,71,MC,Jack Grealish,a,0,0,0,0,2,0,0.13871102035045624,0.4183157980442047,0.40915733575820923,9,Aston Villa
172,341366,0,0,2,0.030281418934464455,90,5612,71,ML,Anwar El Ghazi,a,0,0,0,0,0,0,0,0.030281418934464455,0,10,Aston Villa
173,341367,0,0,1,0.02865377813577652,75,7724,71,FW,Wesley,a,0,0,341369,0,0,0,0,0,0,15,Aston Villa
174,341368,0,0,0,0,7,6122,71,Sub,Douglas Luiz,a,0,0,0,341362,1,0,0.041953518986701965,0.041953518986701965,0,17,Aston Villa
175,341369,0,0,0,0,15,7725,71,Sub,Jonathan Kodjia,a,0,0,0,341367,0,0,0,0,0,17,Aston Villa
176,341370,0,0,0,0,30,2132,71,Sub,Jota,a,0,0,0,341363,0,0,0,0,0,17,Aston Villa
177,341343,0,0,0,0,90,637,82,GK,Hugo Lloris,h,0,0,0,0,0,0,0,0.056358423084020615,0.056358423084020615,1,Tottenham
178,341344,0,0,1,0.023991357535123825,90,885,82,DR,Kyle Walker-Peters,h,0,0,0,0,1,0,0.017339302226901054,0.37012118101119995,0.35278189182281494,2,Tottenham
179,341345,0,0,2,0.0604679249227047,90,639,82,DC,Toby Alderweireld,h,0,0,0,0,2,0,0.05851650983095169,0.6856045126914978,0.6270880103111267,3,Tottenham
180,341346,0,0,2,0.5040512084960938,90,6249,82,DC,Davinson Sánchez,h,0,0,0,0,1,0,0.03628891706466675,0.3972543179988861,0.36096540093421936,3,Tottenham
181,341347,0,0,0,0,90,641,82,DL,Danny Rose,h,0,0,0,0,4,0,0.3572874665260315,0.27945244312286377,0.27945244312286377,4,Tottenham
182,341348,0,0,4,0.3812357187271118,90,772,82,MC,Moussa Sissoko,h,0,0,0,0,1,1,0.08711989223957062,0.8177260756492615,0.34937047958374023,9,Tottenham
183,341349,1,0,2,0.03812607005238533,90,5962,82,MC,Tanguy NDombele Alvaro,h,0,0,341356,0,1,0,0.1285666972398758,0.3565991520881653,0.339628130197525,9,Tottenham
184,341350,0,0,1,0.017271440476179123,65,971,82,MC,Harry Winks,h,0,0,341354,0,2,0,0.03556470572948456,0.6305860280990601,0.6133146286010742,9,Tottenham
